date,field,acres,acres_impacted,frac_max_acres,move_type,herd,cover,hay_cycle,graze_cycle,mow_cycle,impact_cycle,harvest_cycle,harvest_cycle0,regrowth_cycle,impact_period
2025-07-16T00:00:00Z,Playground,13.81,14,1,hay_out,hay,2166,1,0,0,1,1,1,1,NA
2025-07-31T00:00:00Z,Playground,13.81,NA,NA,agroecology,NA,2166,1,0,0,1,1,1,1,NA
2025-08-15T00:00:00Z,Playground,13.81,NA,NA,agroecology,NA,2334,1,0,0,1,1,1,1,NA
2025-08-25T00:00:00Z,Playground,13.81,NA,NA,agroecology,NA,2364.6,1,0,0,1,1,1,1,NA
2025-09-17T00:00:00Z,Playground,13.81,NA,NA,agroecology,NA,2617.4,1,0,0,1,1,1,1,NA
2025-10-06T00:00:00Z,Playground,13.81,NA,NA,agroecology,NA,2600,1,0,0,1,1,1,1,NA
2025-11-14T00:00:00Z,Playground,13.81,13.81,1,day_in,brood,2600,1,1,0,2,2,2,1,11
2025-11-25T00:00:00Z,Playground,13.81,13.81,1,day_out,brood,NA,1,1,0,2,2,2,2,11
2025-04-24T00:00:00Z,Pond,5.74,NA,NA,agroecology,NA,2522.6,0,0,0,0,0,0,-1,NA
2025-05-09T00:00:00Z,Pond,5.74,NA,NA,agroecology,NA,3849.8,0,0,0,0,0,0,-1,NA
2025-05-10T00:00:00Z,Pond,5.74,0.4,0.14084507042253522,day_in,feeders,3747.1000000000004,0,0,0,0,0,1,-1,1
2025-05-11T00:00:00Z,Pond,5.74,0.4,0.14084507042253522,day_out,feeders,2278,0,0,0,0,0,1,0,1
2025-05-21T00:00:00Z,Pond,5.74,NA,NA,agroecology,NA,3644.4,0,0,0,0,0,1,-1,NA
2025-06-10T00:00:00Z,Pond,5.74,NA,NA,agroecology,NA,5635.2,0,0,0,0,0,1,-1,NA
2025-06-11T00:00:00Z,Pond,5.74,NA,NA,agroecology,NA,5316,0,0,0,0,0,1,-1,NA
2025-06-25T00:00:00Z,Pond,5.74,0.4,0.14084507042253522,day_in,feeders,4616,0,0,0,0,0,2,-1,3
2025-06-27T00:00:00Z,Pond,5.74,NA,NA,agroecology,NA,4229,0,0,0,0,0,2,0,NA
2025-06-28T00:00:00Z,Pond,5.74,0.4,0.14084507042253522,day_out,feeders,3062,0,0,0,0,0,2,0,3
2025-07-15T00:00:00Z,Pond,5.74,NA,NA,agroecology,NA,3518,0,0,0,0,0,2,0,NA
2025-07-31T00:00:00Z,Pond,5.74,NA,NA,agroecology,NA,4014,0,0,0,0,0,2,0,NA
2025-08-15T00:00:00Z,Pond,5.74,NA,NA,agroecology,NA,6240,0,0,0,0,0,2,0,NA
2025-08-28T00:00:00Z,Pond,5.74,NA,NA,agroecology,NA,4244.8,0,0,0,0,0,2,0,NA
2025-08-28T00:00:00Z,Pond,5.74,2.84,1,day_in,feeders,4244.8,0,1,0,1,1,3,0,5
2025-09-02T00:00:00Z,Pond,5.74,2.84,1,day_out,feeders,2696.4,0,1,0,1,1,3,1,5
2025-09-12T00:00:00Z,Pond,5.74,NA,NA,agroecology,NA,2696.4,0,1,0,1,1,3,1,NA
2025-10-01T00:00:00Z,Pond,5.74,NA,NA,agroecology,NA,3594,0,1,0,1,1,3,1,NA
2025-06-23T00:00:00Z,Pow East,NA,NA,NA,hay_in,hay,NA,1,0,0,1,1,1,0,NA
2025-04-24T00:00:00Z,Railroad,1.87,NA,NA,agroecology,NA,2317.2,0,0,0,0,0,0,0,NA
2025-05-09T00:00:00Z,Railroad,1.87,NA,NA,agroecology,NA,3186.2,0,0,0,0,0,0,0,NA
2025-05-21T00:00:00Z,Railroad,1.87,NA,NA,agroecology,NA,3249.4,0,0,0,0,0,0,0,NA
2025-05-27T00:00:00Z,Railroad,1.87,1.87,1,day_in,feeders,4126,0,1,0,1,1,1,0,3
2025-05-30T00:00:00Z,Railroad,1.87,1.87,1,day_out,feeders,2810,0,1,0,1,1,1,1,3
2025-06-10T00:00:00Z,Railroad,1.87,NA,NA,agroecology,NA,2538.4,0,1,0,1,1,1,1,NA
2025-06-11T00:00:00Z,Railroad,1.87,NA,NA,agroecology,NA,2572,0,1,0,1,1,1,1,NA
2025-06-27T00:00:00Z,Railroad,1.87,NA,NA,agroecology,NA,3612.8,0,1,0,1,1,1,1,NA
2025-07-13T00:00:00Z,Railroad,1.87,1.87,1,day_in,feeders,3612.8,0,2,0,2,2,2,1,3
2025-07-15T00:00:00Z,Railroad,1.87,NA,NA,agroecology,NA,2664.8,0,2,0,2,2,2,2,NA
2025-07-16T00:00:00Z,Railroad,1.87,1.87,1,day_out,feeders,2390,0,2,0,2,2,2,2,3
2025-07-31T00:00:00Z,Railroad,1.87,NA,NA,agroecology,NA,4896,0,2,0,2,2,2,2,NA
2025-08-15T00:00:00Z,Railroad,1.87,NA,NA,agroecology,NA,3384,0,2,0,2,2,2,2,NA
2025-08-28T00:00:00Z,Railroad,1.87,NA,NA,agroecology,NA,2901.8,0,2,0,2,2,2,2,NA
2025-09-12T00:00:00Z,Railroad,1.87,NA,NA,agroecology,NA,3170.4,0,2,0,2,2,2,2,NA
2025-09-17T00:00:00Z,Railroad,1.87,1.87,1,day_in,feeders,3328,0,3,0,3,3,3,2,2
2025-09-19T00:00:00Z,Railroad,1.87,1.87,1,day_out,feeders,NA,0,3,0,3,3,3,3,2
2025-10-01T00:00:00Z,Railroad,1.87,NA,NA,agroecology,NA,2838,0,3,0,3,3,3,3,NA
2025-05-01T00:00:00Z,Sunset Field,1.97,1.97,1,day_in,feeders,2005.6,0,1,0,1,1,1,0,2
2025-05-03T00:00:00Z,Sunset Field,1.97,1.97,1,day_out,feeders,1508,0,1,0,1,1,1,1,2
2025-05-09T00:00:00Z,Sunset Field,1.97,NA,NA,agroecology,NA,1543,0,1,0,1,1,1,1,NA
2025-05-12T00:00:00Z,Sunset Field,NA,NA,NA,mow_in,NA,1543,0,1,1,2,1,1,1,NA
2025-05-21T00:00:00Z,Sunset Field,1.97,NA,NA,agroecology,NA,2190.8,0,1,1,2,1,1,2,NA
2025-06-10T00:00:00Z,Sunset Field,1.97,NA,NA,agroecology,NA,2949.2,0,1,1,2,1,1,2,NA
2025-06-11T00:00:00Z,Sunset Field,1.97,NA,NA,agroecology,NA,2936,0,1,1,2,1,1,2,NA
2025-06-16T00:00:00Z,Sunset Field,1.97,1.97,1,day_in,feeders,2936,0,2,1,3,2,2,2,3
2025-06-19T00:00:00Z,Sunset Field,1.97,1.97,1,day_out,feeders,2614,0,2,1,3,2,2,3,3
2025-06-27T00:00:00Z,Sunset Field,1.97,NA,NA,agroecology,NA,2949.2,0,2,1,3,2,2,3,NA
2025-07-15T00:00:00Z,Sunset Field,1.97,NA,NA,agroecology,NA,2111.8,0,2,1,3,2,2,3,NA
2025-07-31T00:00:00Z,Sunset Field,1.97,NA,NA,agroecology,NA,2866,0,2,1,3,2,2,3,NA
2025-08-15T00:00:00Z,Sunset Field,1.97,NA,NA,agroecology,NA,3118,0,2,1,3,2,2,3,NA
2025-08-21T00:00:00Z,Sunset Field,1.97,1.97,1,day_in,feeders,3034,0,3,1,4,3,3,3,3
2025-08-24T00:00:00Z,Sunset Field,1.97,1.97,1,day_out,feeders,2765,0,3,1,4,3,3,4,3
2025-08-28T00:00:00Z,Sunset Field,1.97,NA,NA,agroecology,NA,1859,0,3,1,4,3,3,4,NA
2025-09-12T00:00:00Z,Sunset Field,1.97,NA,NA,agroecology,NA,2617.4,0,3,1,4,3,3,4,NA
2025-10-01T00:00:00Z,Sunset Field,1.97,NA,NA,agroecology,NA,3146,0,3,1,4,3,3,4,NA
2025-04-24T00:00:00Z,Sunset Hill,4.55,NA,NA,agroecology,NA,1416.6,0,0,0,0,0,0,0,NA
2025-05-03T00:00:00Z,Sunset Hill,4.55,4.55,1,day_in,feeders,2418,0,1,0,1,1,1,0,3
2025-05-06T00:00:00Z,Sunset Hill,4.55,4.55,1,day_out,feeders,2084.5,0,1,0,1,1,1,1,3
2025-05-09T00:00:00Z,Sunset Hill,4.55,NA,NA,agroecology,NA,2111.8,0,1,0,1,1,1,1,NA
2025-05-12T00:00:00Z,Sunset Hill,NA,NA,NA,mow_in,NA,2111.8,0,1,1,2,1,1,1,NA
2025-05-14T00:00:00Z,Sunset Hill,4.55,NA,NA,agroecology,NA,4734.6,0,1,1,2,1,1,2,NA
2025-05-21T00:00:00Z,Sunset Hill,4.55,NA,NA,agroecology,NA,2585.8,0,1,1,2,1,1,2,NA
2025-06-10T00:00:00Z,Sunset Hill,4.55,NA,NA,agroecology,NA,3928.8,0,1,1,2,1,1,2,NA
2025-06-11T00:00:00Z,Sunset Hill,4.55,NA,NA,agroecology,NA,3804,0,1,1,2,1,1,2,NA
2025-06-19T00:00:00Z,Sunset Hill,4.55,4.55,1,day_in,feeders,4700,0,2,1,3,2,2,2,6
2025-06-25T00:00:00Z,Sunset Hill,4.55,4.55,1,day_out,feeders,2572,0,2,1,3,2,2,3,6
2025-06-27T00:00:00Z,Sunset Hill,4.55,NA,NA,agroecology,NA,2980.8,0,2,1,3,2,2,3,NA
2025-07-15T00:00:00Z,Sunset Hill,4.55,NA,NA,agroecology,NA,2491,0,2,1,3,2,2,3,NA
2025-07-31T00:00:00Z,Sunset Hill,4.55,NA,NA,agroecology,NA,3244,0,2,1,3,2,2,3,NA
2025-08-15T00:00:00Z,Sunset Hill,4.55,NA,NA,agroecology,NA,3370,0,2,1,3,2,2,3,NA
2025-08-24T00:00:00Z,Sunset Hill,4.55,4.55,1,day_in,feeders,4546,0,3,1,4,3,3,3,4
2025-08-28T00:00:00Z,Sunset Hill,4.55,NA,NA,agroecology,NA,1938,0,3,1,4,3,3,4,NA
2025-08-28T00:00:00Z,Sunset Hill,4.55,4.55,1,day_out,feeders,2261.9,0,3,1,4,3,3,4,4
2025-09-12T00:00:00Z,Sunset Hill,4.55,NA,NA,agroecology,NA,2585.8,0,3,1,4,3,3,4,NA
2025-10-01T00:00:00Z,Sunset Hill,4.55,NA,NA,agroecology,NA,3048,0,3,1,4,3,3,4,NA
2025-11-11T00:00:00Z,Sunset Hill,4.55,4.55,1,day_in,feeders,3048,0,4,1,5,4,4,4,3
2025-11-14T00:00:00Z,Sunset Hill,4.55,4.55,1,day_out,feeders,2362,0,4,1,5,4,4,5,3
2025-04-30T00:00:00Z,Underhill,4.41,NA,NA,agroecology,NA,2380.4,0,0,0,0,0,0,0,NA
2025-05-09T00:00:00Z,Underhill,4.41,NA,NA,agroecology,NA,3170.4,0,0,0,0,0,0,0,NA
2025-05-21T00:00:00Z,Underhill,4.41,NA,NA,agroecology,NA,3976.2,0,0,0,0,0,0,0,NA
2025-06-10T00:00:00Z,Underhill,4.41,NA,NA,agroecology,NA,5113.8,0,0,0,0,0,0,0,NA
2025-06-11T00:00:00Z,Underhill,4.41,NA,NA,agroecology,NA,4854,0,0,0,0,0,0,0,NA
2025-06-27T00:00:00Z,Underhill,4.41,NA,NA,agroecology,NA,5240.2,0,0,0,0,0,0,0,NA
2025-07-15T00:00:00Z,Underhill,4.41,NA,NA,agroecology,NA,5730,0,0,0,0,0,0,0,NA
2025-07-31T00:00:00Z,Underhill,4.41,NA,NA,agroecology,NA,5022,0,0,0,0,0,0,0,NA
2025-08-06T00:00:00Z,Underhill,4.41,4.41,1,day_in,feeders,5022,0,1,0,1,1,1,0,10
2025-08-15T00:00:00Z,Underhill,4.41,NA,NA,agroecology,NA,2908,0,1,0,1,1,1,1,NA
2025-08-16T00:00:00Z,Underhill,4.41,4.41,1,day_out,feeders,2731.1,0,1,0,1,1,1,1,10
2025-08-26T00:00:00Z,Underhill,4.41,NA,NA,agroecology,NA,2554.2,0,1,0,1,1,1,1,NA
2025-09-12T00:00:00Z,Underhill,4.41,NA,NA,agroecology,NA,2664.8,0,1,0,1,1,1,1,NA
2025-10-01T00:00:00Z,Underhill,4.41,NA,NA,agroecology,NA,2516,0,1,0,1,1,1,1,NA
2025-10-25T00:00:00Z,Underhill,4.41,4.41,1,day_in,feeders,2516,0,2,0,2,2,2,1,5
2025-10-30T00:00:00Z,Underhill,4.41,4.41,1,day_out,feeders,2432,0,2,0,2,2,2,2,5
2025-08-06T00:00:00Z,Underhill Veg Perimeter,NA,NA,NA,hay_in,hay,NA,1,0,0,1,1,1,0,NA
2025-08-08T00:00:00Z,Underhill Veg Perimeter,NA,NA,NA,hay_out,hay,NA,1,0,0,1,1,1,1,NA
2025-04-30T00:00:00Z,Underhill Wet Meadow,6.9,NA,NA,agroecology,NA,2348.8,0,0,0,0,0,0,0,NA
2025-05-09T00:00:00Z,Underhill Wet Meadow,6.9,NA,NA,agroecology,NA,3755,0,0,0,0,0,0,0,NA
2025-05-21T00:00:00Z,Underhill Wet Meadow,6.9,NA,NA,agroecology,NA,4308,0,0,0,0,0,0,0,NA
2025-06-27T00:00:00Z,Underhill Wet Meadow,6.9,NA,NA,agroecology,NA,5809,0,0,0,0,0,0,0,NA
2025-07-15T00:00:00Z,Underhill Wet Meadow,6.9,NA,NA,agroecology,NA,8100,0,0,0,0,0,0,0,NA
2025-07-31T00:00:00Z,Underhill Wet Meadow,6.9,NA,NA,agroecology,NA,6002,0,0,0,0,0,0,0,NA
2025-08-06T00:00:00Z,Underhill Wet Meadow,6.9,8,1,hay_in,hay,6002,1,0,0,1,1,1,0,NA
2025-08-08T00:00:00Z,Underhill Wet Meadow,6.9,8,1,hay_out,hay,2782,1,0,0,1,1,1,1,NA
2025-08-15T00:00:00Z,Underhill Wet Meadow,6.9,NA,NA,agroecology,NA,2782,1,0,0,1,1,1,1,NA
2025-08-26T00:00:00Z,Underhill Wet Meadow,6.9,NA,NA,agroecology,NA,2775.4,1,0,0,1,1,1,1,NA
2025-09-12T00:00:00Z,Underhill Wet Meadow,6.9,NA,NA,agroecology,NA,3123,1,0,0,1,1,1,1,NA
2025-10-01T00:00:00Z,Underhill Wet Meadow,6.9,NA,NA,agroecology,NA,3356,1,0,0,1,1,1,1,NA
2025-10-30T00:00:00Z,Underhill Wet Meadow,6.9,6.9,0.8625,day_in,NA,3219,1,1,0,2,2,2,1,7
2025-10-30T00:00:00Z,Underhill Wet Meadow,6.9,6.9,1,day_in,feeders,3219,1,2,0,3,3,3,2,7
2025-11-06T00:00:00Z,Underhill Wet Meadow,6.9,6.9,0.8625,day_out,NA,NA,1,1,0,2,2,2,2,7
2025-11-06T00:00:00Z,Underhill Wet Meadow,6.9,6.9,1,day_out,feeders,NA,1,2,0,3,3,3,3,7
2025-04-24T00:00:00Z,Upper Home,0.54,NA,NA,agroecology,NA,1558.8,0,0,0,0,0,0,NA,NA
2025-05-09T00:00:00Z,Upper Triangle,4.35,NA,NA,agroecology,NA,2522.6,0,0,0,0,0,0,0,NA
2025-05-21T00:00:00Z,Upper Triangle,4.35,NA,NA,agroecology,NA,3170.4,0,0,0,0,0,0,0,NA
2025-05-26T00:00:00Z,Upper Triangle,4.35,4,0.9195402298850576,hay_in,hay,3170.4,1,0,0,1,1,1,0,NA
2025-05-28T00:00:00Z,Upper Triangle,4.35,4,0.9195402298850576,hay_out,hay,2696.4,1,0,0,1,1,1,1,NA
2025-06-10T00:00:00Z,Upper Triangle,4.35,NA,NA,agroecology,NA,2696.4,1,0,0,1,1,1,1,NA
2025-06-11T00:00:00Z,Upper Triangle,4.35,NA,NA,agroecology,NA,2712,1,0,0,1,1,1,1,NA
2025-06-27T00:00:00Z,Upper Triangle,4.35,NA,NA,agroecology,NA,2680.6,1,0,0,1,1,1,1,NA
2025-07-15T00:00:00Z,Upper Triangle,4.35,NA,NA,agroecology,NA,1748.4,1,0,0,1,1,1,1,NA
2025-07-31T00:00:00Z,Upper Triangle,4.35,NA,NA,agroecology,NA,2796,1,0,0,1,1,1,1,NA
2025-08-15T00:00:00Z,Upper Triangle,4.35,NA,NA,agroecology,NA,3174,1,0,0,1,1,1,1,NA
2025-08-28T00:00:00Z,Upper Triangle,4.35,NA,NA,agroecology,NA,2680.6,1,0,0,1,1,1,1,NA
2025-09-12T00:00:00Z,Upper Triangle,4.35,NA,NA,agroecology,NA,3075.6,1,0,0,1,1,1,1,NA
2025-09-13T00:00:00Z,Upper Triangle,4.35,4.35,1,day_in,feeders,3155,1,1,0,2,2,2,1,4
2025-09-17T00:00:00Z,Upper Triangle,4.35,4.35,1,day_out,feeders,2276,1,1,0,2,2,2,2,4
2025-10-01T00:00:00Z,Upper Triangle,4.35,NA,NA,agroecology,NA,2670,1,1,0,2,2,2,2,NA
2025-05-12T00:00:00Z,White Cottage,2.15,NA,NA,agroecology,NA,1795.8,0,0,0,0,0,0,0,NA
2025-06-02T00:00:00Z,White Cottage,2.15,NA,NA,agroecology,NA,2506.8,0,0,0,0,0,0,0,NA
2025-06-11T00:00:00Z,White Cottage,2.15,NA,NA,agroecology,NA,2838,0,0,0,0,0,0,0,NA
2025-06-23T00:00:00Z,White Cottage,2.15,2,0.9302325581395349,hay_in,hay,2838,1,0,0,1,1,1,0,NA
2025-06-25T00:00:00Z,White Cottage,2.15,2,0.9302325581395349,hay_out,hay,1653.6,1,0,0,1,1,1,1,NA
2025-06-27T00:00:00Z,White Cottage,2.15,NA,NA,agroecology,NA,1653.6,1,0,0,1,1,1,1,NA
2025-07-14T00:00:00Z,White Cottage,2.15,NA,NA,agroecology,NA,2380.4,1,0,0,1,1,1,1,NA
2025-08-15T00:00:00Z,White Cottage,2.15,NA,NA,agroecology,NA,2838,1,0,0,1,1,1,1,NA
2025-08-26T00:00:00Z,White Cottage,2.15,NA,NA,agroecology,NA,2775.4,1,0,0,1,1,1,1,NA
2025-09-12T00:00:00Z,White Cottage,2.15,NA,NA,agroecology,NA,3107.2,1,0,0,1,1,1,1,NA
2025-10-06T00:00:00Z,White Cottage,2.15,NA,NA,agroecology,NA,1984,1,0,0,1,1,1,1,NA
2025-04-24T00:00:00Z,Williams 1A,3.9,NA,NA,agroecology,NA,1748.4,0,0,0,0,0,0,0,NA
2025-05-13T00:00:00Z,Williams 1A,3.9,NA,NA,agroecology,NA,2522.6,0,0,0,0,0,0,0,NA
2025-05-21T00:00:00Z,Williams 1A,3.9,NA,NA,agroecology,NA,2759.6,0,0,0,0,0,0,0,NA
2025-06-09T00:00:00Z,Williams 1A,3.9,3,0.6,hay_in,hay,2759.6,1,0,0,1,1,1,0,NA
2025-06-10T00:00:00Z,Williams 1A,3.9,NA,NA,agroecology,NA,3423.2,1,0,0,1,1,1,1,NA
2025-06-11T00:00:00Z,Williams 1A,3.9,NA,NA,agroecology,NA,3356,1,0,0,1,1,1,1,NA
2025-06-11T00:00:00Z,Williams 1A,3.9,3,0.6,hay_out,hay,3002.5,1,0,0,1,1,1,1,NA
2025-06-27T00:00:00Z,Williams 1A,3.9,NA,NA,agroecology,NA,2649,1,0,0,1,1,1,1,NA
2025-07-15T00:00:00Z,Williams 1A,3.9,NA,NA,agroecology,NA,2759.6,1,0,0,1,1,1,1,NA
2025-07-31T00:00:00Z,Williams 1A,3.9,NA,NA,agroecology,NA,6282,1,0,0,1,1,1,1,NA
2025-08-15T00:00:00Z,Williams 1A,3.9,NA,NA,agroecology,NA,3622,1,0,0,1,1,1,1,NA
2025-08-26T00:00:00Z,Williams 1A,3.9,NA,NA,agroecology,NA,2633.2,1,0,0,1,1,1,1,NA
2025-09-02T00:00:00Z,Williams 1A,3.9,5,1,hay_in,hay,2633.2,2,0,0,2,2,2,1,NA
2025-09-04T00:00:00Z,Williams 1A,3.9,5,1,hay_out,hay,1906.4,2,0,0,2,2,2,2,NA
2025-09-12T00:00:00Z,Williams 1A,3.9,NA,NA,agroecology,NA,1906.4,2,0,0,2,2,2,2,NA
2025-10-01T00:00:00Z,Williams 1A,3.9,NA,NA,agroecology,NA,2488,2,0,0,2,2,2,2,NA
2025-06-09T00:00:00Z,Williams 1a,NA,NA,NA,hay_in,hay,NA,1,0,0,1,1,1,0,NA
2025-04-24T00:00:00Z,Williams West,8.77,NA,NA,agroecology,NA,1795.8,0,0,0,0,0,0,0,NA
2025-05-13T00:00:00Z,Williams West,8.77,NA,NA,agroecology,NA,2822.8,0,0,0,0,0,0,0,NA
2025-05-21T00:00:00Z,Williams West,8.77,NA,NA,agroecology,NA,3296.8,0,0,0,0,0,0,0,NA
2025-06-10T00:00:00Z,Williams West,8.77,NA,NA,agroecology,NA,4371.2,0,0,0,0,0,0,0,NA
2025-06-11T00:00:00Z,Williams West,8.77,NA,NA,agroecology,NA,4196,0,0,0,0,0,0,0,NA
2025-06-11T00:00:00Z,Williams West,8.77,5,0.5701254275940707,hay_in,hay,4196,1,0,0,1,1,1,0,NA
2025-06-11T00:00:00Z,Williams West,8.77,5,0.5701254275940707,hay_in,hay,NA,2,0,0,2,2,2,1,NA
2025-06-13T00:00:00Z,Williams West,8.77,5,0.5701254275940707,hay_out,hay,3028.2,2,0,0,2,2,2,2,NA
2025-06-27T00:00:00Z,Williams West,8.77,NA,NA,agroecology,NA,3028.2,2,0,0,2,2,2,2,NA
2025-07-15T00:00:00Z,Williams West,8.77,NA,NA,agroecology,NA,3391.6,2,0,0,2,2,2,2,NA
2025-07-31T00:00:00Z,Williams West,8.77,NA,NA,agroecology,NA,3776,2,0,0,2,2,2,2,NA
2025-08-03T00:00:00Z,Williams West,8.77,7,0.798175598631699,hay_in,hay,3776,3,0,0,3,3,3,2,NA
2025-08-05T00:00:00Z,Williams West,8.77,7,0.798175598631699,hay_out,hay,2852,3,0,0,3,3,3,3,NA
2025-08-15T00:00:00Z,Williams West,8.77,NA,NA,agroecology,NA,2852,3,0,0,3,3,3,3,NA
2025-08-26T00:00:00Z,Williams West,8.77,NA,NA,agroecology,NA,2506.8,3,0,0,3,3,3,3,NA
2025-09-12T00:00:00Z,Williams West,8.77,NA,NA,agroecology,NA,2965,3,0,0,3,3,3,3,NA
2025-10-01T00:00:00Z,Williams West,8.77,NA,NA,agroecology,NA,3202,3,0,0,3,3,3,3,NA
2025-11-21T00:00:00Z,Williams West,8.77,8.77,1,day_in,feeders,3202,3,1,0,4,4,4,3,4
2025-11-25T00:00:00Z,Williams West,8.77,8.77,1,day_out,feeders,NA,3,1,0,4,4,4,4,4
NA,Williams West,8.77,8.77,1,day_out,NA,NA,3,2,0,5,5,5,5,2
2025-04-30T00:00:00Z,Wilson,4.37,NA,NA,agroecology,NA,1985.4,0,0,0,0,0,0,0,NA
2025-05-09T00:00:00Z,Wilson,4.37,NA,NA,agroecology,NA,3849.8,0,0,0,0,0,0,0,NA
2025-05-21T00:00:00Z,Wilson,4.37,NA,NA,agroecology,NA,4529.2,0,0,0,0,0,0,0,NA
2025-06-10T00:00:00Z,Wilson,4.37,NA,NA,agroecology,NA,4734.6,0,0,0,0,0,0,0,NA
2025-06-11T00:00:00Z,Wilson,4.37,NA,NA,agroecology,NA,4518,0,0,0,0,0,0,0,NA
2025-06-12T00:00:00Z,Wilson,4.37,5,1,hay_in,hay,4518,1,0,0,1,1,1,0,NA
2025-06-14T00:00:00Z,Wilson,4.37,5,1,hay_out,hay,2412,1,0,0,1,1,1,1,NA
2025-06-27T00:00:00Z,Wilson,4.37,NA,NA,agroecology,NA,2412,1,0,0,1,1,1,1,NA
2025-07-15T00:00:00Z,Wilson,4.37,NA,NA,agroecology,NA,2791.2,1,0,0,1,1,1,1,NA
2025-07-31T00:00:00Z,Wilson,4.37,NA,NA,agroecology,NA,5064,1,0,0,1,1,1,1,NA
2025-08-15T00:00:00Z,Wilson,4.37,NA,NA,agroecology,NA,5876,1,0,0,1,1,1,1,NA
2025-08-19T00:00:00Z,Wilson,4.37,3,0.6,hay_in,hay,5876,2,0,0,2,2,2,1,NA
2025-08-21T00:00:00Z,Wilson,4.37,3,0.6,hay_out,hay,2522.6,2,0,0,2,2,2,2,NA
2025-08-26T00:00:00Z,Wilson,4.37,NA,NA,agroecology,NA,2522.6,2,0,0,2,2,2,2,NA
2025-09-12T00:00:00Z,Wilson,4.37,NA,NA,agroecology,NA,2917.6,2,0,0,2,2,2,2,NA
2025-10-01T00:00:00Z,Wilson,4.37,NA,NA,agroecology,NA,3258,2,0,0,2,2,2,2,NA
2025-10-19T00:00:00Z,Wilson,4.37,4,1,day_in,feeders,3258,2,1,0,3,3,3,2,6
2025-10-25T00:00:00Z,Wilson,4.37,4,1,day_out,feeders,NA,2,1,0,3,3,3,3,6
2025-08-19T00:00:00Z,Wilson Wet,NA,NA,NA,hay_in,hay,NA,1,0,0,1,1,1,0,NA
